DIRECTORIO;P424;P4030;P4030S1;P4030S1A1;P4030S5;P4030S3;P4030S4;P4030S4A1;P4030S2;DIA_REF;REGION;CLASE;F_EXP
1000234;2; ;1;1;1;1;1;3;1;3;1;1;257,1772942
1000235;1; ;1;1;1;1;1;3;1;3;1;1;192,3542159
1000236;1; ;1;1;1;1;1;3;1;3;1;1;204,6458939
1000237;1; ;1;1;1;1;1;3;2;3;1;1;227,273798
1000238;1; ;1;1;1;1;1;3;2;3;1;1;225,9179768
1000239;2; ;1;2;1;1;1;3;1;3;3;1;226,3581746
1000240;2; ;1;2;1;1;1;3;1;3;3;1;261,093367
1000242;2; ;1;2;1;1;1;3;1;3;2;1;227,9289693
1000243;2; ;1;2;1;1;1;3;1;3;3;1;84,53256276
1000244;2; ;1;1;1;1;1;3;1;2;2;1;445,1115264
1000245;2; ;1;1;1;1;1;3;1;3;2;1;62,14362446
1000246;1; ;1;1;1;1;1;3;1;3;5;1;273,3428412
1000247;2; ;1;2;1;1;1;3;1;3;3;1;66,99048988
1000248;1; ;1;1;1;1;1;3;1;3;2;1;68,67601661
1000249;1; ;1;2;1;1;1;3;1;3;3;1;51,11028221
1000250;2; ;1;4;1;1;1;7;1;5;5;1;353,8588667
1000251;1; ;1;2;2;2;1;3;2;3;6;1;50,85435536
1000252;2; ;1;2;1;1;1;3;1;3;2;1;185,3006369
1000253;3; ;1;4;1;1;1;3;1;3;3;1;198,8893989
1000255;1; ;1;1;1;1;1;3;1;3;2;1;169,5729634
1000256;1; ;1;2;1;1;1;3;1;3;5;1;302,516934
1000257;2; ;1;2;1;1;1;3;1;3;4;1;707,6536788
1000258;3; ;1;2;1;1;1;3;2;3;3;1;136,0043862
1000259;2; ;1;2;1;1;1;7;1;3;1;1;58,66593612
1000260;1; ;1;1;1;1;1;3;1;3;5;1;312,7834783
1000261;1; ;1;3;1;1;1;3;1;3;1;1;113,968698
1000262;1; ;1;4;1;1;1;3;1;3;3;1;208,7096975
1000263;2; ;1;2;1;1;1;7;1;3;2;1;171,0507263
1000264;2; ;1;2;1;1;1;2;1;3;2;1;136,5108796
1000265;2; ;1;2;1;1;1;2;1;3;2;1;289,4351689
1000266;1; ;1;4;1;1;1;3;1;3;3;1;256,3748549
1000267;2; ;1;2;1;1;1;3;1;3;5;1;442,7451521
1000269;2; ;1;2;1;1;1;3;1;3;5;1;253,8044317
1000270;2; ;1;2;1;1;1;3;1;3;3;1;200,638883
1000271;2; ;1;2;1;1;1;3;1;3;5;1;341,9807375
1000272;1; ;1;2;1;1;1;3;1;3;2;1;111,0766617
1000273;2; ;1;2;1;1;1;2;1;3;2;1;132,2168997
1000274;2; ;1;2;1;1;1;3;1;3;5;1;361,6596091
1000275;2; ;1;2;1;1;1;3;1;3;3;1;203,431545
1000276;2; ;1;2;1;1;1;3;1;3;5;1;291,8529573
1000277;2; ;1;2;1;1;1;3;1;3;5;1;368,1354576
1000278;1; ;1;2;1;1;1;3;1;3;5;1;259,6864423
1000280;2; ;1;2;1;1;1;3;2;3;5;1;384,5479841
1000281;2; ;1;2;1;1;1;2;1;3;2;1;257,6603305
1000282;2; ;1;2;1;1;1;3;1;3;2;1;169,0735934
1000283;2; ;1;2;1;1;1;2;1;3;2;1;299,321289
1000284;1; ;1;2;1;2;1;5;2;3;2;2;1678,778093
1000285;2; ;1;2;1;1;1;7;1;3;2;1;292,6289795
1000286;2; ;1;2;1;1;1;3;1;3;2;1;185,3006369
1000287;1; ;1;3;1;1;1;2;1;3;2;1;174,5666756
1000288;1; ;1;3;1;1;1;2;1;3;2;1;159,7227724
1000290;2; ;1;2;1;1;1;3;1;3;1;1;55,73189479
1000291;3; ;1;2;1;1;1;3;1;3;2;1;156,8261985
1000292;1; ;1;2;1;1;1;3;1;3;2;1;42,73743596
1000293;1; ;1;2;1;1;1;3;1;3;2;1;36,33614337
1000294;1; ;1;1;1;1;1;3;1;4;2;1;224,1852897
1000295;3; ;1;2;1;1;1;3;1;4;3;1;249,9151561
1000296;2; ;1;4;1;1;1;7;2;4;2;1;117,6661313
1000297;1; ;1;2;1;1;1;3;2;4;3;1;183,7356907
1000298;2; ;1;2;1;1;1;3;1;4;2;1;160,349998
1000299;2; ;1;1;1;1;1;3;2;4;4;1;399,51055
1000300;1; ;1;1;1;1;1;3;1;4;1;1;188,647382
1000301;1; ;1;2;1;1;1;7;1;4;1;1;102,1790207
1000302;2; ;1;1;1;1;1;3;2;4;1;1;172,5671234
1000303;2; ;1;2;1;1;1;3;1;4;1;1;112,2788739
1000304;2; ;1;4;1;1;1;7;2;4;2;1;176,8432948
1000306;1; ;1;1;1;1;1;3;1;4;1;1;99,57893538
1000307;2; ;1;1;2;2;1;3;2;4;6;1;23,43075649
1000308;1; ;1;1;1;1;1;3;1;4;1;1;166,2560476
1000310;2; ;1;2;1;1;1;3;1;4;2;1;223,7286117
1000312;1; ;1;2;1;1;1;3;1;4;1;1;37,47997439
1000313;1; ;1;1;1;2;1;3;1;4;2;1;67,80921371
1000314;2; ;1;2;1;1;1;3;1;4;2;1;333,5294363
1000315;1; ;1;2;1;1;1;3;1;4;4;1;532,7341707
1000316;3; ;1;4;1;1;1;3;1;4;3;1;458,975463
1000317;1; ;1;1;1;2;1;3;1;4;2;1;55,04974554
1000319;2; ;1;2;1;1;1;3;1;5;2;1;62,18261441
1000320;1; ;1;2;1;1;1;3;1;4;1;1;60,80626041
1000321;1; ;1;3;1;1;1;3;1;4;4;1;124,0511497
1000323;1; ;1;3;1;1;1;3;1;4;1;1;113,4189875
1000324;1; ;1;2;1;1;1;3;1;4;5;1;460,7029254
1000325;2; ;1;2;1;1;1;2;1;4;2;1;286,4017898
1000326;1; ;1;2;1;1;1;3;2;4;3;1;154,1967634
1000328;1; ;1;2;1;1;1;2;2;4;3;1;401,0922337
1000329;1; ;1;1;1;1;1;3;1;4;3;1;524,9200718
1000330;1; ;1;1;1;1;1;3;1;4;2;1;159,065313
1000331;1; ;1;4;1;1;1;3;1;4;1;1;57,93191125
1000332;1; ;1;2;1;1;1;3;1;4;3;1;478,0009802
1000333;2; ;1;2;1;1;1;3;1;4;4;1;647,0001481
1000335;1; ;1;2;2;2;1;2;2;4;2;2;1542,66095
1000336;1; ;1;1;1;1;1;2;1;4;3;1;513,5363898
1000337;1; ;1;2;1;1;1;2;1;4;2;1;233,483152
1000338;2; ;1;3;1;1;1;3;1;4;5;1;481,6188148
1000339;1; ;1;2;1;1;1;3;1;4;3;1;444,4981766
1000340;2; ;1;3;1;1;1;3;1;4;3;1;174,7899259
1000341;1; ;1;2;1;1;1;3;1;4;5;1;438,5804288
1000342;1; ;1;2;1;1;1;3;1;4;3;1;353,0251303
1000343;2; ;1;2;1;1;1;3;1;4;5;1;456,137876
1000344;1; ;1;3;1;1;1;3;1;5;4;1;323,2813778
1000345;1; ;1;4;1;1;1;2;1;5;1;1;87,69198901
1000348;1; ;1;2;1;1;1;3;2;5;4;1;445,7183667
1000349;2; ;1;2;1;1;1;3;1;5;5;1;366,4254074
1000351;1; ;1;2;1;1;1;7;1;5;1;1;92,61959972
1000354;2; ;1;1;1;1;1;3;1;5;3;1;605,8775953
1000355;2; ;1;4;1;1;1;7;1;5;2;1;126,6816688
1000356;2; ;1;2;1;1;1;3;1;5;2;1;284,8796099
1000357;2; ;1;2;1;1;1;3;1;5;2;1;223,4024953
1000358;2; ;1;2;1;1;1;3;1;5;5;1;329,1181798
1000359;2; ;1;2;1;1;1;2;1;5;2;1;254,8689839
1000360;2; ;1;2;1;1;1;3;1;5;5;1;305,8686581
1000361;2; ;1;1;2;2;1;3;2;5;6;1;16,82832808
1000362;1; ;1;1;1;1;1;2;1;5;5;1;327,2644262
1000363;2; ;1;2;1;1;1;3;1;5;5;1;376,0633808
1000364;2; ;1;2;1;1;1;3;1;5;2;1;296,0298814
1000365;2; ;1;2;1;1;1;3;1;5;2;1;240,2065139
1000366;1; ;1;1;1;1;1;2;1;5;5;1;419,3296473
1000368;1; ;1;2;1;1;1;3;1;5;2;1;51,13733236
1000369;1; ;1;1;1;1;1;2;1;5;5;1;308,0564273
1000370;2; ;1;1;2;2;1;3;2;5;6;1;14,57194936
1000371;2; ;1;2;1;1;1;3;1;5;4;1;783,4714589
1000374;1; ;1;3;1;1;1;3;1;5;5;1;285,8512447
1000375;2; ;1;2;1;1;1;3;1;5;5;1;426,0719641
1000376;1; ;1;2;1;1;1;3;1;5;5;1;351,8885346
1000377;1; ;1;2;1;1;1;3;1;5;5;1;332,7971143
1000378;3; ;1;2;1;1;1;3;2;5;3;1;552,7382001
1000379;2; ;1;1;1;1;1;2;1;5;5;1;319,0890666
1000380;2; ;2; ;1;1;1;3;1;5;3;1;823,9251929
1000381;1; ;1;1;1;2;1;3;1;5;2;1;53,05492381
1000382;2; ;1;2;1;1;1;3;1;5;4;1;624,270183
1000383;1; ;1;1;1;2;1;3;1;6;2;1;149,3729775
1000384;1; ;1;2;1;1;1;3;1;5;1;1;86,46342312
1000385;1; ;1;2;1;1;1;3;1;5;5;1;268,3185253
1000386;1; ;1;3;1;1;1;3;1;5;4;1;318,4521015
1000387;1; ;1;2;2;2;1;2;2;5;2;2;2298,175088
1000388;2; ;1;3;1;1;1;3;1;5;3;1;256,8882245
1000390;2; ;1;2;1;1;1;2;1;5;2;1;194,0337485
1000391;1; ;1;3;1;1;1;3;1;6;4;1;218,8395115
1000394;1; ;1;2;1;1;1;3;1;6;1;1;149,2278536
1000395;1; ;1;2;1;1;1;3;2;6;3;1;398,3995692
1000396;3; ;1;2;1;1;1;3;1;6;4;1;640,88355
1000397;3; ;1;2;1;1;1;3;2;6;3;1;363,700682
1000398;1; ;1;2;1;1;1;3;1;6;3;1;573,8253924
1000399;1; ;1;2;1;1;1;2;1;6;3;1;439,4736786
1000400;2; ;1;2;1;1;1;3;1;6;4;1;509,7088978
1000401;2; ;1;1;1;1;1;3;1;6;4;1;268,6199317
1000402;2; ;1;1;1;1;1;2;1;6;2;1;471,2972383
1000403;2; ;1;1;1;1;1;2;1;6;2;1;396,0741125
1000404;2; ;1;2;1;1;1;3;1;6;5;1;579,5186926
1000406;2; ;1;2;1;1;1;2;1;6;2;1;254,8791622
1000409;1; ;1;2;1;1;1;3;1;6;1;1;95,35555575
1000411;1; ;1;2;1;1;1;3;1;7;2;1;56,1388149
1000412;2; ;1;1;2;2;2; ;2;7;4;1;40,25159439
1000413;2; ;1;1;2;2;2; ;2;7;4;1;48,9205653
1000414;2; ;1;2;1;1;1;3;1;1;4;1;492,8667189
1000416;2; ;1;2;1;1;1;3;1;1;1;1;307,3528408
1000417;2; ;1;2;1;1;1;3;1;1;4;1;365,4916864
1000419;2; ;1;4;1;1;1;7;2;7;2;1;67,07505594
1000422;1; ;1;1;2;2;2; ;2;2;4;1;122,2432421
1000423;1; ;1;1;2;2;2; ;2;1;4;1;55,47662453
1000424;2; ;1;4;1;1;1;3;1;2;4;1;480,0201154
1000426;1; ;1;1;1;2;1;3;1;2;1;1;126,4088967
1000427;1; ;1;1;2;2;2; ;2;2;4;1;82,11633037
1000428;1; ;1;1;1;1;1;3;1;2;2;1;117,9052547
1000430;2; ;1;2;1;1;1;3;1;3;1;1;183,6653873
1000431;2; ;1;1;1;2;1;3;1;3;1;1;99,02726596
1000434;2; ;1;3;1;1;1;3;2;3;4;1;480,5144719
1000435;1; ;1;1;2;2;2; ;2;3;4;1;120,0054118
1000438;2; ;1;2;1;1;1;3;2;3;4;1;660,7637741
1000439;2; ;1;2;1;1;1;3;1;3;4;1;551,3216329
1000441;2; ;1;1;2;2;2; ;2;4;4;1;211,1146553
1000442;1; ;1;5;2;2;1;3;2;4;6;1;20,78788642
1000443;2; ;1;1;1;2;1;3;1;4;1;1;104,0700515
1000446;3; ;1;2;1;1;1;7;1;4;2;1;240,5195158
1000447;3; ;1;2;1;1;1;7;1;4;2;1;334,799745
1000448;3; ;1;2;1;1;1;7;1;4;2;1;334,799745
1000449;2; ;1;3;1;1;1;3;2;4;2;1;142,4299041
1000450;2; ;1;3;1;1;1;3;1;4;2;1;142,2370472
1000451;2; ;1;4;1;1;1;3;1;4;4;1;494,7821338
1000452;2; ;1;3;1;1;1;3;2;4;2;1;169,7878188
1000453;2; ;1;3;1;1;1;3;1;4;2;1;137,2687128
1000455;2; ;1;2;1;1;1;3;1;5;4;1;569,2679329
1000456;2; ;1;4;1;1;1;3;1;5;4;1;783,4714589
1000457;2; ;1;3;1;1;1;3;2;5;2;1;160,5114668
1000458;2; ;1;1;1;2;1;3;1;5;1;1;147,4842954
1000459;2; ;1;4;1;1;1;7;1;5;2;1;143,2900029
1000461;1; ;1;1;1;2;1;3;1;5;2;1;91,11775371
1000462;3; ;1;2;1;1;1;7;1;5;2;1;334,799745
1000463;3; ;1;2;1;1;1;7;1;5;2;1;272,3784381
1000464;3; ;1;2;1;1;1;7;1;5;2;1;335,7570518
1000465;3; ;1;2;1;1;1;3;2;5;4;1;530,1769332
1000466;2; ;1;2;1;1;1;3;1;6;4;1;280,4245541
1000467;2; ;1;2;1;1;1;3;1;6;4;1;280,4245541
1000468;2; ;1;4;1;1;1;7;1;6;2;1;252,4873958
1000470;2; ;1;1;2;2;2; ;2;6;4;1;125,5383142
1000471;1; ;1;2;1;1;1;3;1;6;2;1;68,73837438
1000472;1; ;1;2;1;1;1;3;1;6;2;1;68,83871664
1000473;2; ;1;3;1;1;1;3;1;6;2;1;191,7325632
1000474;3; ;1;2;1;1;1;7;1;6;2;1;300,7182837
1000475;3; ;1;2;1;1;1;7;2;6;2;1;451,9806466
1000476;2; ;1;2;1;1;1;3;1;6;4;1;409,1534244
1000477;2; ;1;3;1;1;1;3;1;6;2;1;343,7272426
1000478;2; ;1;3;1;1;1;3;1;6;2;1;422,2357838
1000479;1; ;2; ;2;2;1;3;2;7;3;1;44,49159483
1000480;1; ;1;1;1;1;1;3;1;7;3;1;51,85824955
1000481;1; ;1;2;1;1;1;3;1;7;2;1;84,35823722
1000482;1; ;1;1;1;1;1;3;2;7;4;1;308,2571931
1000484;2; ;1;1;1;1;1;3;2;7;4;1;318,1387797
1000485;3; ;1;2;1;1;1;2;2;7;4;1;196,4090097
1000486;3; ;1;2;1;1;1;2;2;7;4;1;196,4090097
1000489;1; ;1;1;1;1;1;3;1;7;3;1;42,13500588
1000490;1; ;1;5;1;1;1;3;2;7;4;1;116,9309131
1000491;1; ;1;1;1;1;1;3;1;7;4;1;506,0829724
1000492;1; ;1;2;1;1;1;3;1;7;3;1;154,3223815
1000493;1; ;1;2;1;1;1;3;1;7;3;1;139,8825011
1000494;2; ;1;4;1;1;1;3;1;7;3;1;103,9003271
1000495;2; ;1;2;1;1;1;2;1;7;2;1;143,5699049
1000496;1; ;1;2;1;1;1;3;1;7;2;1;53,51870666
1000497;2; ;1;4;1;1;1;3;1;7;3;1;99,43352882
1000498;1; ;1;3;1;1;1;3;1;7;2;1;95,10426014
1000500;1; ;1;1;1;1;1;3;1;7;2;1;59,9487325
1000501;2; ;1;2;1;1;1;2;1;7;2;1;142,6810687
1000503;2; ;1;1;1;1;1;3;1;7;4;1;256,1459411
1000504;2; ;1;4;1;1;1;3;1;7;3;1;130,3736652
1000505;1; ;1;2;1;1;1;3;1;7;2;1;105,2732946
1000511;1; ;1;2;1;1;1;3;1;1;3;1;218,2455374
1000512;2; ;1;2;1;1;1;3;1;1;3;1;79,23527468
1000513;2; ;1;2;1;1;1;3;1;1;3;1;164,5869543
1000514;1; ;1;2;1;1;1;3;2;1;3;1;271,8672547
1000515;2; ;1;1;1;1;1;3;1;1;4;1;388,9177777
1000516;1; ;1;1;1;1;1;2;2;1;4;1;294,7967357
1000517;1; ;1;2;1;1;1;3;1;1;2;1;283,7681825
1000518;1; ;1;1;1;1;1;3;2;1;3;1;78,09034685
1000519;1; ;1;1;1;1;1;3;1;1;3;1;82,85150689
1000520;1; ;1;1;1;1;1;3;1;1;3;1;84,72891594
1000521;1; ;1;2;1;1;1;4;1;1;1;1;41,88062109
1000522;2; ;1;4;1;1;1;3;1;1;3;1;200,165631
1000523;2; ;1;2;1;1;1;2;1;1;2;1;269,5622423
1000524;3; ;1;4;1;1;1;7;1;1;2;1;248,0580538
1000525;1; ;1;4;1;1;1;3;2;1;4;1;313,4447581
1000526;1; ;1;4;1;1;1;3;1;1;4;1;259,1261813
1000527;2; ;1;2;1;1;1;3;1;1;4;1;320,3889855
1000528;1; ;1;2;1;1;1;3;1;1;2;1;160,8153427
1000529;1; ;1;2;1;1;1;3;1;1;2;1;114,7408548
1000530;3; ;1;2;1;1;1;3;2;1;4;1;259,1261813
1000531;1; ;1;3;1;1;1;3;1;1;2;1;258,3727678
1000532;2; ;1;1;1;1;1;3;1;1;2;1;144,1093222
1000533;2; ;1;1;1;2;1;3;1;1;2;1;109,1416061
1000534;2; ;1;2;1;1;1;2;1;1;2;1;413,0321564
1000535;3; ;1;2;1;1;1;3;2;1;4;1;210,8822085
1000536;3; ;1;2;1;1;1;3;2;1;4;1;210,8822085
1000537;2; ;1;4;1;1;1;3;1;1;3;1;239,8435085
1000538;1; ;1;2;1;1;1;3;1;1;2;1;210,2876665
1000540;1; ;1;1;2;2;1;3;2;2;6;1;31,70694868
1000541;1; ;1;4;1;1;1;3;2;2;4;1;539,6342068
1000542;2; ;1;4;1;1;1;2;1;2;4;1;459,3999507
1000543;1; ;1;2;1;1;1;2;1;2;2;1;242,1179535
1000544;1; ;1;4;1;1;1;3;1;2;4;1;353,9749727
1000545;2; ;1;1;1;1;1;5;2;2;4;1;242,6064844
1000546;1; ;1;1;1;1;1;3;1;2;2;1;171,5970835
1000547;2; ;1;4;1;1;1;7;1;2;2;1;186,8091621
1000548;2; ;1;4;1;1;1;2;1;2;2;1;401,9501155
1000550;1; ;1;4;1;1;1;3;2;2;4;1;201,3030914
1000551;2; ;1;2;1;1;1;2;1;2;2;1;538,4704904
1000552;1; ;1;3;1;1;1;3;1;2;2;1;184,960275
1000553;1; ;1;1;1;2;1;3;2;7;1;1;113,1971606
1000554;2; ;1;1;1;1;1;3;1;7;1;1;201,705483
1000555;2; ;1;1;1;1;1;7;1;1;5;1;592,9130526
1000561;1; ;1;4;1;1;1;3;1;1;1;1;110,7225268
1000563;2; ;1;2;1;1;1;3;1;7;5;1;745,6413437
1000564;1; ;1;1;1;2;1;3;1;1;1;1;274,3111628
1000565;1; ;1;1;1;2;1;3;1;2;1;1;178,621772
1000566;2; ;1;1;1;2;1;3;2;1;1;1;522,1368816
1000567;1; ;1;1;1;2;2; ;2;2;4;2;897,8386502
1000568;1; ;1;1;1;1;2; ;2;2;4;2;427,950398
1000569;1; ;1;1;1;1;2; ;2;2;4;2;384,49152
1000570;1; ;1;1;1;1;2; ;1;2;4;2;598,5347085
1000572;2; ;1;2;1;1;1;3;1;2;5;1;253,7786906
1000573;1; ;1;3;1;1;1;3;1;6;5;1;523,361966
1000574;3; ;1;2;1;1;1;3;1;2;1;1;40,98717082
1000575;2; ;1;2;1;1;1;3;1;7;5;1;740,0202932
1000576;1; ;1;1;1;1;2; ;2;2;4;2;525,6322498
1000577;1; ;1;2;1;1;1;3;1;2;2;1;69,23793926
1000580;2; ;1;3;1;1;1;7;1;2;5;1;376,5030472
1000581;1; ;1;1;1;1;1;3;1;1;5;1;553,4691534
1000582;1; ;1;2;1;1;1;3;1;2;1;1;58,86758209
1000584;2; ;1;3;2;1;1;3;1;7;2;1;151,2328058
1000585;1; ;1;2;1;1;1;3;1;3;1;1;227,6177006
1000586;2; ;1;2;1;1;1;3;1;3;1;1;199,7799534
1000587;1; ;1;1;1;1;1;3;1;3;1;1;167,3463415
1000588;1; ;1;1;1;1;1;3;1;3;1;1;182,0692339
1000589;1; ;1;1;1;2;2; ;2;3;4;2;770,8651084
1000590;1; ;1;1;1;2;2; ;2;3;4;2;657,2831352
1000591;2; ;1;2;1;1;1;3;1;3;3;1;227,9527594
1000593;1; ;1;1;1;2;2; ;2;3;4;2;566,6215641
1000594;2; ;1;3;1;1;1;7;1;3;5;1;384,5479841
1000595;2; ;1;2;1;1;1;3;1;3;5;1;458,6892713
1000597;2; ;1;2;1;1;1;3;1;3;5;1;280,9270989
1000598;2; ;1;2;1;1;1;3;1;3;5;1;348,1933409
1000600;2; ;1;1;1;1;1;3;1;4;1;1;241,9810973
1000601;2; ;1;1;1;1;1;3;1;4;1;1;184,8257941
1000602;1; ;1;1;1;1;1;3;1;4;1;1;229,833915
1000603;2; ;1;2;1;1;1;3;1;4;2;1;240,5195158
1000604;2; ;1;1;1;1;1;3;1;4;1;1;184,1324449
1000605;1; ;1;1;1;2;1;3;1;4;1;1;216,4764907
1000607;1; ;1;1;1;1;1;3;1;4;1;1;218,8405496
1000608;2; ;1;1;1;1;1;3;1;4;1;1;143,0837208
1000609;1; ;1;1;1;1;1;3;1;4;1;1;177,2538061
1000610;1; ;1;1;1;1;1;3;1;4;1;1;194,6072648
1000611;1; ;1;1;1;1;1;3;1;4;1;1;205,1708827
1000612;1; ;1;1;1;1;1;3;1;4;1;1;134,9565099
1000613;1; ;1;1;1;1;1;3;1;4;1;1;193,6659714
1000614;2; ;1;2;1;1;1;3;1;4;5;1;415,10449
1000615;2; ;1;2;1;1;1;3;1;4;5;1;466,0804403
1000616;2; ;1;2;1;1;1;3;1;4;5;1;503,2492244
1000618;1; ;1;2;1;1;1;3;1;4;5;1;326,7950487
1000620;1; ;1;2;1;1;1;3;1;5;4;1;1110,293146
1000621;1; ;1;1;1;1;1;3;1;5;1;1;372,1296263
1000622;2; ;1;2;1;1;1;7;1;4;5;1;539,2075717
1000624;2; ;1;2;1;1;1;3;1;5;5;1;318,4351988
1000625;2; ;1;2;1;1;1;3;1;5;5;1;305,3028173
1000626;2; ;1;3;1;1;1;3;1;5;5;1;308,0564273
1000627;2; ;1;3;1;1;1;3;1;5;5;1;305,8686581
1000628;1; ;1;3;1;1;1;3;1;5;1;1;131,621686
1000629;1; ;1;1;1;1;1;3;1;5;1;1;153,153854
1000630;1; ;1;2;1;2;1;3;1;5;1;1;216,0898823
1000631;1; ;1;2;1;1;1;3;1;5;1;1;289,3264728
1000632;1; ;1;2;1;1;1;3;1;5;1;1;298,9302704
1000633;2; ;1;2;1;2;1;3;1;5;1;1;251,7906576
1000634;1; ;1;1;1;1;1;3;1;5;1;1;261,4950037
1000635;2; ;1;3;1;1;1;3;1;5;5;1;241,3900692
1000636;1; ;1;2;1;2;1;2;1;5;1;1;236,0979314
1000637;1; ;1;2;1;2;1;3;1;5;1;1;209,9536203
1000638;2; ;1;1;1;2;1;3;1;6;1;1;158,3942416
1000640;2; ;1;3;1;1;1;3;1;6;5;1;641,908637
1000641;2; ;1;3;1;1;1;3;1;6;5;1;618,1032109
1000642;1; ;1;2;1;1;1;3;2;6;1;1;443,7803799
1000643;2; ;1;2;1;2;1;3;1;6;1;1;486,9208441
1000644;2; ;1;2;1;2;1;3;1;6;1;1;357,8448536
1000645;2; ;1;1;1;1;1;3;1;7;1;1;159,176344
1000646;1; ;1;1;1;1;1;3;1;7;1;1;192,8224343
1000648;1; ;2; ;2;2;2; ;2;7;1;2;327,9876781
1000649;2; ;1;1;1;2;1;3;1;7;3;2;309,8768933
1000650;2; ;1;2;1;2;1;3;1;7;3;2;375,811127
1000651;1; ;1;1;1;2;1;3;1;7;3;2;375,811127
1000653;1; ;1;1;1;1;1;3;1;7;1;1;96,94606988
1000654;1; ;1;1;2;2;2; ;2;7;1;2;445,7605308
1000655;1; ;1;1;2;2;2; ;2;7;1;2;690,5475106
1000656;1; ;1;1;1;2;1;3;1;7;3;2;252,9062791
1000657;1; ;1;1;1;2;1;3;1;7;3;2;363,4158094
1000658;2; ;1;3;1;1;1;3;1;6;2;1;184,5251907
1000659;1; ;1;1;1;2;1;3;1;7;3;2;362,0667148
1000661;1; ;1;2;1;1;1;3;1;7;1;1;201,4460183
1000662;1; ;1;1;1;2;1;3;1;7;1;1;92,79209113
1000663;1; ;1;1;1;2;2; ;2;7;1;2;715,6987562
1000664;1; ;1;2;1;2;1;3;1;7;3;2;266,4611198
1000665;1; ;1;1;1;2;1;3;1;7;1;1;80,65564413
1000666;1; ;1;1;1;1;1;2;1;7;3;1;33,91982013
1000667;1; ;1;1;1;2;2; ;2;7;1;2;381,3843231
1000668;1; ;1;1;1;2;2; ;2;7;1;2;327,9876781
1000669;1; ;1;2;1;1;1;3;1;7;1;1;79,57420476
1000670;1; ;1;2;1;1;1;3;1;7;1;1;83,56532557
1000671;2; ;1;3;1;1;1;2;1;7;2;1;136,6171102
1000673;2; ;1;2;1;1;1;3;1;7;1;1;59,91288348
1000674;2; ;1;3;1;1;1;2;1;7;2;1;132,3412249
1000675;2; ;1;2;1;1;1;3;1;7;1;1;75,09426266
1000676;1; ;1;3;1;1;1;3;1;7;3;1;100,5617666
1000677;2; ;1;3;1;1;1;2;1;7;2;1;151,2258234
1000678;1; ;1;2;1;1;1;3;1;7;1;1;97,10701129
1000679;2; ;1;2;1;1;1;3;1;7;5;1;656,5712489
1000680;2; ;1;2;1;1;1;3;1;7;3;1;76,82773157
1000681;2; ;1;4;1;1;1;3;1;7;3;1;119,9772192
1000682;1; ;1;2;1;1;1;2;1;7;2;1;168,9150693
1000683;2; ;1;2;1;1;1;2;1;7;2;1;81,63554159
1000684;2; ;1;1;1;1;1;3;1;1;1;1;265,7992025
1000685;1; ;1;3;1;1;1;3;1;1;3;1;144,4693374
1000686;1; ;1;1;1;1;1;3;1;1;1;1;295,7429254
1000687;1; ;1;1;1;1;1;3;1;1;1;1;263,4731436
1000688;1; ;1;1;1;1;1;3;2;1;1;1;231,6795969
1000689;1; ;1;1;1;1;1;3;2;1;1;1;257,9883271
1000690;1; ;1;1;2;2;2; ;2;1;1;2;276,6823811
1000691;1; ;1;1;1;2;2; ;2;1;1;2;671,4317468
1000692;2; ;1;1;1;2;2; ;2;1;1;2;286,8919031
1000694;2; ;1;3;1;1;1;3;1;1;5;1;434,0199579
1000695;2; ;1;1;1;1;1;3;1;1;1;1;224,561481
1000696;1; ;1;2;1;1;1;3;1;1;1;1;108,5691569
1000697;1; ;1;2;1;1;1;3;1;1;1;1;216,5490611
1000698;1; ;1;1;1;2;2; ;2;1;1;2;520,8917914
1000700;1; ;1;1;1;2;2; ;2;1;1;2;338,7988912
1000701;2; ;1;1;1;1;1;3;1;1;1;1;112,7245912
1000702;1; ;1;1;1;2;2; ;2;1;1;2;276,6823811
1000703;1; ;1;4;1;1;1;3;1;1;1;1;317,8892939
1000704;1; ;1;1;1;2;2; ;2;1;1;2;276,6823811
1000705;1; ;1;4;1;1;1;3;1;1;1;1;180,4553868
1000706;2; ;1;3;1;1;1;2;1;1;2;1;231,4749697
1000707;2; ;1;4;1;1;1;3;1;1;1;1;259,1770055
1000708;2; ;1;3;1;1;1;2;1;1;2;1;373,7036088
1000709;2; ;1;4;1;1;1;3;1;1;1;1;258,9772492
1000710;2; ;1;3;1;1;1;2;1;1;2;1;436,9022995
1000711;1; ;1;1;1;2;1;3;1;1;1;1;136,2683244
1000712;1; ;1;1;1;2;1;3;1;1;1;1;140,7445828
1000713;1; ;1;1;1;2;1;3;1;1;1;1;104,6562644
1000714;1; ;1;4;1;1;1;3;2;1;4;1;105,8283741
1000716;2; ;1;5;1;1;1;3;1;1;2;1;436,9022995
1000717;2; ;1;3;1;1;1;2;1;1;2;1;224,521145
1000718;3; ;1;2;1;1;1;3;1;1;5;1;494,3868613
1000719;2; ;1;3;1;1;1;2;1;1;2;1;240,423992
1000720;2; ;1;2;1;1;1;2;1;1;2;1;334,7109267
1000721;3; ;1;2;1;1;1;3;1;1;5;1;417,6838805
1000722;2; ;1;2;1;1;1;2;1;1;2;1;319,7687776
1000723;2; ;1;4;1;1;1;3;1;1;3;1;206,8304498
