DIRECTORIO;P424;P4030;P4030S1;P4030S1A1;P4030S5;P4030S3;P4030S4;P4030S4A1;P4030S2;DIA_REF;REGION;CLASE;F_EXP
1045104;2; ;1;5;1;1;1;2;1;3;2;1;197,02104
1045105;1; ;1;3;1;1;1;1;1;3;2;1;371,8706096
1045106;1; ;1;3;1;1;1;1;1;3;2;1;520,40866
1045107;1; ;1;3;1;1;1;1;1;3;2;1;723,0336916
1045108;1; ;1;1;2;2;2; ;2;3;3;2;323,0512203
1045109;1; ;1;3;1;1;1;1;1;3;2;1;443,9005233
1045110;2; ;1;1;2;1;1;3;2;3;1;1;111,5370124
1045111;2; ;1;3;1;1;1;1;1;3;2;1;421,1281379
1045112;1; ;1;3;1;1;1;1;1;3;2;1;447,9252653
1045113;2; ;1;3;1;1;1;1;1;3;2;1;372,3748228
1045114;2; ;1;3;1;1;1;1;1;3;2;1;454,9077086
1045115;1; ;1;1;2;2;2; ;2;3;3;2;202,0455573
1045116;1; ;1;3;1;1;1;1;1;3;2;1;358,8811839
1045117;1; ;1;1;2;2;2; ;2;3;3;2;429,827758
1045118;1; ;1;1;1;1;1;3;1;3;1;1;139,6850938
1045119;2; ;1;1;2;1;1;3;2;3;1;1;96,65919967
1045121;1; ;1;1;2;1;2; ;1;3;3;2;429,827758
1045122;1; ;1;1;2;2;2; ;2;3;3;2;323,0512203
1045123;1; ;1;1;2;2;2; ;1;3;3;2;663,9771254
1045124;1; ;1;1;2;2;2; ;2;3;3;2;205,9627893
1045125;1; ;1;1;2;2;2; ;2;3;3;2;575,3957016
1045126;1; ;1;1;2;2;2; ;1;3;3;2;473,311947
1045127;1; ;1;1;2;2;2; ;2;3;3;2;202,0455573
1045128;1; ;1;1;2;1;2; ;1;3;3;2;233,9058692
1045129;2; ;1;3;1;1;1;3;2;3;6;1;12,30574988
1045130;1; ;1;1;2;1;1;9;1;3;3;2;520,0046248
1045131;1; ;1;1;2;2;2; ;1;4;3;2;86,05644108
1045132;1; ;1;1;2;2;2; ;1;4;3;2;192,0005042
1045133;1; ;1;1;2;2;2; ;1;4;3;2;213,8869041
1045134;1; ;1;1;2;2;2; ;1;4;3;2;190,312859
1045135;1; ;1;2;1;1;1;1;1;4;2;1;269,8482369
1045136;1; ;1;1;2;2;2; ;1;4;3;2;190,671333
1045137;1; ;1;1;2;2;2; ;1;4;3;2;303,1859408
1045138;1; ;1;2;1;1;1;1;1;4;2;1;269,8482369
1045139;1; ;1;2;1;1;1;1;1;4;2;1;239,0245711
1045140;1; ;1;2;1;1;1;1;1;4;2;1;307,9367643
1045141;1; ;1;2;1;1;1;1;1;4;2;1;290,5239137
1045142;1; ;1;2;1;1;1;1;1;4;2;1;183,7364803
1045143;1; ;1;1;2;2;2; ;1;4;3;2;268,6499921
1045144;1; ;1;2;1;1;1;1;1;4;2;1;459,826429
1045145;1; ;1;1;2;2;2; ;1;4;3;2;117,7082681
1045147;1; ;2; ;2;1;2; ;1;4;3;2;140,323578
1045148;1; ;1;2;1;1;1;1;1;4;2;1;270,2421534
1045149;1; ;1;1;2;1;2; ;1;4;3;2;140,323578
1045150;1; ;1;1;2;1;2; ;1;4;3;2;228,5536814
1045151;1; ;1;1;2;2;2; ;1;4;3;2;86,05644108
1045152;1; ;1;1;2;2;2; ;1;4;3;2;86,05644108
1045153;1; ;1;1;2;2;2; ;1;4;3;2;117,7082681
1045154;1; ;1;1;2;2;2; ;1;4;3;2;197,9094062
1045155;2; ;1;3;2;2;1;3;2;6;6;1;20,72341753
1045156;1; ;1;1;1;1;1;3;1;6;1;1;844,1954572
1045157;2; ;1;1;1;1;1;3;1;6;2;1;93,24632162
1045158;2; ;1;1;1;2;1;3;1;6;2;1;109,7138403
1045159;1; ;1;2;2;2;1;2;2;6;6;1;15,96730934
1045160;1; ;1;1;1;2;1;3;1;7;2;1;58,61440934
1045161;2; ;1;1;1;1;1;3;1;7;2;1;68,87994633
1045163;2; ;1;1;1;1;1;3;1;8;2;1;57,73569783
1045164;1; ;1;2;1;1;1;3;1;8;3;1;383,3110541
1045165;2; ;1;4;1;1;1;3;1;3;3;1;119,2900703
1045166;1; ;1;2;2;2;1;3;2;7;6;1;7,26707116
1045167;2; ;1;3;1;1;1;7;1;2;5;1;248,4947155
1045168;2; ;1;3;1;1;1;3;1;6;1;1;103,476758
1045170;1; ;1;3;1;1;1;3;1;3;5;1;358,5470255
1045171;2; ;1;6;1;1;1;2;1;4;2;1;170,0438154
1045173;1; ;1;3;1;1;1;2;1;4;3;1;208,2198498
1045174;2; ;1;3;1;1;1;2;1;4;2;1;353,3483177
1045175;1; ;1;1;1;1;1;3;1;7;5;1;314,2939506
1045176;2; ;1;2;1;1;1;3;1;2;5;1;184,2430073
1045177;2; ;1;2;1;1;1;3;1;3;5;1;275,0099021
1045179;1; ;2; ;2;2;2; ;2;5;5;1;119,2818732
1045180;2; ;1;5;1;1;1;3;1;5;5;1;97,35366794
1045182;2; ;1;2;1;1;1;3;1;2;5;1;299,5840466
1045183;2; ;1;3;1;1;1;3;1;2;5;1;404,0027706
1045184;1; ;1;1;1;1;1;3;1;3;5;1;605,1272119
1045185;1; ;1;1;1;1;1;3;1;5;5;1;428,463137
1045186;2; ;1;2;1;1;1;3;1;5;5;1;261,7003196
1045188;1; ;1;1;1;1;1;3;1;6;5;1;322,5638879
1045189;2; ;1;2;1;1;1;3;1;6;5;1;255,1477328
1045191;1; ;1;1;1;1;1;2;1;7;1;1;455,0120235
1045192;1; ;1;1;1;1;1;2;1;7;1;1;245,7844058
1045195;2; ;1;1;1;1;1;2;1;7;1;1;412,6819109
1045196;1; ;1;1;1;1;1;2;1;7;1;1;435,8187629
1045197;1; ;1;1;1;1;1;2;1;7;1;1;582,1459803
1045198;1; ;1;1;1;1;1;3;1;7;1;1;474,1523929
1045199;1; ;1;2;1;1;1;2;2;7;3;1;219,8701602
1045201;2; ;1;2;1;1;1;3;1;1;1;1;219,1316514
1045202;1; ;1;1;1;1;1;3;1;1;1;1;392,4770787
1045203;1; ;1;2;1;1;1;3;1;1;1;1;452,4515
1045204;1; ;1;2;1;1;1;3;1;1;1;1;271,6106339
1045205;1; ;1;2;1;1;1;3;1;1;1;1;304,8459137
1045206;1; ;1;1;1;1;1;3;1;1;1;1;326,0251801
1045207;1; ;1;1;1;1;1;3;1;1;1;1;289,0800211
1045208;1; ;1;1;1;1;1;3;1;1;1;1;290,4235094
1045209;1; ;1;4;1;1;1;3;1;1;5;1;229,5608002
1045210;2; ;1;3;1;1;1;3;2;1;5;1;277,7710191
1045211;1; ;1;4;1;1;1;3;1;1;5;1;228,3909627
1045212;2; ;1;1;1;1;1;2;1;2;1;1;402,8074985
1045213;2; ;1;1;1;1;1;2;2;2;1;1;258,3524216
1045214;2; ;1;2;1;1;1;2;1;2;1;1;383,1682781
1045215;2; ;1;2;1;1;1;3;1;2;1;1;382,6871372
1045216;2; ;1;2;1;1;1;3;1;2;1;1;303,7386038
1045218;2; ;1;2;1;1;1;3;1;2;1;1;338,2165047
1045219;2; ;1;2;1;1;1;2;1;2;1;1;320,4235143
1045220;1; ;1;2;1;1;1;3;1;2;1;1;448,1652613
1045221;1; ;1;2;1;1;1;2;1;2;1;1;385,641447
1045222;1; ;1;2;1;1;1;3;1;2;1;1;308,5049064
1045224;2; ;1;3;1;1;1;3;1;3;3;1;314,3471459
1045225;2; ;1;2;1;1;1;3;1;3;1;1;250,7693322
1045226;1; ;1;2;1;1;1;3;1;3;1;1;270,2378683
1045228;2; ;1;2;1;1;1;3;1;3;1;1;281,2838852
1045229;1; ;1;3;1;1;1;3;1;3;5;1;339,7540823
1045230;2; ;1;2;1;1;1;3;1;3;1;1;308,3738719
1045231;1; ;1;3;1;1;1;3;1;3;5;1;369,246812
1045232;2; ;1;2;1;1;1;3;1;3;1;1;349,755391
1045233;2; ;1;3;1;1;1;3;1;3;5;1;249,0586522
1045234;1; ;1;2;1;1;1;2;2;4;3;1;253,2049559
1045235;1; ;1;2;1;1;1;2;2;4;3;1;275,1511978
1045236;1; ;1;2;1;1;1;2;2;4;3;1;298,2069458
1045237;2; ;1;1;1;2;1;3;1;4;1;1;316,886644
1045238;1; ;1;1;1;1;1;3;1;4;1;1;236,7070965
1045239;2; ;1;2;1;1;1;2;2;4;3;1;304,8345341
1045240;1; ;1;2;1;1;1;2;2;4;3;1;228,5486419
1045241;1; ;1;1;1;1;1;3;2;4;1;1;393,8338353
1045243;1; ;1;1;1;1;1;3;1;4;1;1;366,3119401
1045244;1; ;1;2;1;1;1;2;2;4;3;1;279,2743818
1045245;2; ;1;2;2;2;1;2;2;4;3;1;254,6180678
1045246;2; ;1;2;1;1;1;2;2;4;3;1;269,7615476
1045247;1; ;1;2;1;1;1;2;2;4;3;1;294,1119367
1045248;1; ;1;2;1;1;1;2;2;4;3;1;271,9464233
1045249;1; ;1;2;1;1;1;6;1;4;1;1;250,1759728
1045250;1; ;1;3;1;1;1;3;1;4;5;1;816,2161785
1045251;1; ;1;1;1;1;1;3;1;4;1;1;256,347109
1045253;1; ;1;3;1;1;1;3;1;4;3;1;163,123547
1045254;1; ;1;1;1;2;1;3;2;5;1;1;252,8547778
1045255;1; ;1;2;1;2;1;3;1;5;5;1;220,6593975
1045257;2; ;1;3;1;1;1;3;1;5;5;1;188,621372
1045258;1; ;1;1;1;1;1;2;1;5;1;1;202,4051652
1045259;1; ;1;1;1;2;1;2;1;5;1;1;328,1948627
1045260;1; ;1;1;1;1;1;2;1;5;1;1;315,9325018
1045262;1; ;1;1;1;1;1;2;1;5;1;1;291,2419901
1045263;1; ;1;1;1;1;1;3;1;6;1;1;160,7657971
1045264;1; ;1;1;1;1;1;3;1;6;1;1;437,1461931
1045265;2; ;1;3;1;1;1;2;2;6;3;1;195,4516532
1045266;1; ;1;1;1;1;1;3;1;6;1;1;317,9503454
1045267;2; ;1;3;1;1;1;2;2;6;3;1;196,011786
1045268;2; ;1;3;1;1;1;2;2;6;3;1;155,4030309
1045269;2; ;1;3;1;1;1;2;2;6;3;1;128,2884003
1045270;1; ;1;1;1;1;1;3;1;6;1;1;486,671739
1045271;2; ;1;3;1;1;1;2;2;6;3;1;132,9800118
1045272;2; ;1;3;1;1;1;2;2;6;3;1;152,0613131
1045273;1; ;1;1;1;1;1;3;1;6;1;1;248,0778474
1045274;2; ;1;3;1;1;1;2;2;6;3;1;176,450496
1045275;2; ;1;3;1;1;1;2;2;6;3;1;173,8888547
1045276;2; ;1;3;1;1;1;2;2;6;3;1;174,4892931
1045277;2; ;1;3;1;1;1;2;2;6;3;1;193,411749
1045278;2; ;1;1;1;2;1;1;1;6;2;1;372,3748228
1045279;2; ;1;3;1;1;1;2;2;6;3;1;122,8739924
1045280;2; ;1;3;1;1;1;2;2;6;3;1;164,083186
1045281;2; ;1;3;1;1;1;2;2;6;3;1;177,7275154
1045282;1; ;1;1;1;1;1;2;2;7;3;1;406,3883466
1045283;1; ;1;1;2;2;2; ;2;7;2;2;355,6368656
1045284;2; ;1;2;1;1;1;2;1;1;2;1;438,6751436
1045285;2; ;1;2;1;1;1;1;1;1;2;1;424,6192698
1045286;1; ;1;2;1;1;1;2;2;2;3;1;138,9732295
1045287;1; ;1;2;1;1;1;2;2;2;3;1;218,203878
1045288;2; ;1;3;1;1;1;2;2;2;3;1;213,9520094
1045290;3; ;1;3;1;1;1;2;2;2;3;1;212,3455356
1045292;1; ;1;3;1;1;1;2;1;2;3;1;171,8576107
1045293;2; ;1;3;1;1;1;2;2;2;3;1;189,5341032
1045294;2; ;1;3;1;1;1;2;2;2;3;1;159,9418869
1045295;2; ;1;3;1;1;1;2;2;2;3;1;190,3064822
1045296;3; ;1;3;1;1;1;2;2;2;3;1;165,8885761
1045297;1; ;1;3;1;1;1;2;2;2;3;1;252,1360528
1045298;1; ;1;3;1;1;1;2;1;3;3;1;320,7379405
1045299;1; ;1;3;1;1;1;2;1;3;3;1;323,9137867
1045300;1; ;1;3;1;1;1;2;1;3;3;1;301,6982527
1045301;2; ;1;2;1;1;1;3;1;6;5;1;644,6225762
1045302;1; ;1;3;1;1;1;2;1;3;3;1;365,9571997
1045303;1; ;1;3;1;1;1;2;1;3;3;1;296,1897703
1045304;1; ;1;3;1;1;1;2;1;3;3;1;253,2239948
1045305;2; ;1;3;1;1;1;2;1;3;3;1;326,6342474
1045306;2; ;1;1;2;2;2; ;2;3;1;2;267,7178632
1045307;2; ;1;2;1;1;1;3;1;3;5;1;522,1485929
1045308;2; ;1;3;1;1;1;2;2;3;3;1;276,566891
1045311;1; ;1;3;1;1;1;2;1;3;3;1;351,3564077
1045312;1; ;1;3;1;1;1;2;1;3;3;1;316,3471877
1045313;1; ;1;3;1;1;1;2;1;3;3;1;333,2399736
1045314;2; ;1;2;1;1;1;3;1;3;5;1;570,0093766
1045315;2; ;1;2;1;1;1;3;1;3;5;1;537,4958631
1045316;1; ;1;2;1;1;1;3;1;4;5;1;310,9676171
1045317;1; ;1;4;1;1;1;3;1;4;5;1;301,731673
1045318;1; ;1;4;1;1;1;3;1;4;5;1;246,1700437
1045319;1; ;1;2;1;1;1;3;1;4;5;1;306,6034821
1045320;1; ;1;4;1;1;1;3;1;4;5;1;284,1673371
1045321;1; ;1;4;1;1;1;3;1;4;5;1;306,6034821
1045322;1; ;1;4;1;1;1;3;1;4;5;1;276,516141
1045323;1; ;1;4;1;1;1;3;1;4;5;1;284,1673371
1045324;1; ;1;4;1;1;1;3;1;4;5;1;325,8282325
1045325;2; ;2; ;2;2;2; ;2;5;1;2;213,7489792
1045326;1; ;1;4;1;1;1;3;1;4;5;1;283,9085811
1045327;1; ;1;4;1;1;1;3;1;4;5;1;228,0140169
1045329;2; ;1;2;1;1;1;3;1;4;5;1;449,6264591
1045330;2; ;1;2;1;1;1;3;1;4;5;1;306,6034821
1045331;2; ;1;2;1;1;1;3;1;4;5;1;412,8180322
1045332;2; ;1;2;1;1;1;3;1;4;5;1;301,5719896
1045336;2; ;1;2;1;1;1;3;1;3;5;1;579,6486204
1045338;1; ;1;2;1;1;1;2;2;5;3;1;229,3313472
1045339;2; ;1;2;1;1;1;3;1;5;5;1;532,4562392
1045340;2; ;1;2;1;1;1;2;2;5;3;1;231,2928028
1045341;1; ;1;2;1;1;1;2;2;5;3;1;322,0984027
1045342;1; ;1;2;1;1;1;9;2;5;3;1;260,1860172
1045343;2; ;1;3;1;1;1;1;1;5;2;1;265,9820163
1045344;2; ;2; ;2;2;2; ;2;5;1;2;93,97795489
1045345;1; ;1;3;1;1;1;1;1;5;2;1;381,3587849
1045346;2; ;1;3;1;1;1;1;1;5;2;1;437,6627043
1045347;1; ;1;2;1;1;1;2;2;5;3;1;289,1342294
1045348;1; ;1;2;1;1;1;3;1;5;5;1;542,3862408
1045349;2; ;1;2;1;1;1;3;1;5;5;1;525,5617272
1045350;1; ;1;2;1;1;1;3;1;5;5;1;429,6077722
1045351;2; ;1;2;1;1;1;2;2;5;3;1;246,6751156
1045352;1; ;1;3;1;1;1;1;1;5;2;1;281,4689459
1045353;1; ;1;2;1;1;1;3;1;5;5;1;561,2614603
1045354;2; ;1;2;1;1;1;2;2;5;3;1;223,9495777
1045355;1; ;1;2;1;1;1;2;2;5;3;1;247,805297
1045356;2; ;1;2;1;1;1;3;1;5;5;1;323,9254878
1045357;2; ;1;2;1;1;1;3;1;5;5;1;479,4304886
1045358;2; ;1;3;1;1;1;1;1;5;2;1;370,7990749
1045359;2; ;1;2;1;1;1;3;1;5;5;1;606,528093
1045360;2; ;1;3;1;1;1;1;1;5;2;1;377,0078433
1045361;2; ;1;2;1;1;1;2;2;5;3;1;194,1968556
1045362;2; ;1;3;1;1;1;1;1;5;2;1;246,718388
1045363;1; ;1;2;1;1;1;2;2;5;3;1;257,6362682
1045364;1; ;1;3;1;1;1;1;1;5;2;1;317,0718023
1045365;2; ;1;2;1;1;1;3;1;5;5;1;381,8899333
1045366;2; ;1;2;1;1;1;3;1;5;5;1;429,9966905
1045367;2; ;1;2;1;1;1;2;2;5;3;1;275,191474
1045368;1; ;1;2;1;1;1;2;2;5;3;1;277,8363479
1045369;1; ;1;1;2;2;2; ;2;6;3;2;203,2862138
1045370;1; ;1;1;2;2;2; ;2;6;3;2;63,42191547
1045371;1; ;1;1;2;2;2; ;2;6;3;2;209,4044231
1045372;2; ;1;2;1;1;1;3;1;6;5;1;594,7734536
1045373;1; ;1;1;2;2;2; ;2;6;3;2;62,82238574
1045374;2; ;2; ;2;2;2; ;2;6;1;2;60,71418512
1045375;1; ;1;2;1;1;1;3;1;6;5;1;525,5979668
1045376;1; ;1;1;2;2;2; ;2;6;3;2;138,931005
1045377;1; ;1;1;2;2;2; ;2;6;3;2;114,2291999
1045379;2; ;1;2;1;1;1;3;1;6;5;1;586,3591234
1045380;1; ;1;3;1;1;1;3;1;6;5;1;474,2438308
1045381;1; ;1;2;1;1;1;2;2;6;3;1;277,0804264
1045382;2; ;1;2;1;1;1;3;1;6;5;1;1016,013127
1045383;2; ;1;3;1;1;1;3;1;6;5;1;582,9559597
1045385;1; ;1;1;2;2;2; ;2;6;3;2;168,9884166
1045387;1; ;1;1;2;2;2; ;2;6;3;2;155,7021831
1045388;1; ;1;3;1;1;1;1;1;6;2;1;180,1080301
1045390;2; ;1;2;1;1;1;3;1;6;5;1;527,5653274
1045391;1; ;1;1;2;2;2; ;2;6;3;2;85,56333464
1045392;1; ;1;3;1;1;1;1;1;6;2;1;309,2822976
1045393;2; ;1;3;1;1;1;2;1;6;2;1;201,7531293
1045394;1; ;1;3;1;1;1;1;1;6;2;1;527,9654833
1045395;1; ;1;3;1;1;1;2;1;6;2;1;500,475133
1045396;1; ;1;3;1;1;1;1;1;6;2;1;289,822837
1045397;1; ;1;3;1;1;1;1;1;6;2;1;475,4973969
1045398;1; ;1;3;1;1;1;1;1;6;2;1;309,6530426
1045399;1; ;1;3;1;1;1;3;1;7;5;1;492,8216756
1045400;1; ;1;1;1;1;1;3;1;7;2;1;142,6939312
1045401;1; ;1;3;1;1;1;3;1;7;5;1;461,4800078
1045402;1; ;1;3;1;1;1;3;1;7;5;1;669,5773361
1045403;2; ;1;2;1;1;1;3;1;7;5;1;779,7717612
1045404;1; ;1;3;1;1;1;3;1;7;5;1;531,7319131
1045405;2; ;1;3;1;1;1;2;2;7;2;1;310,7874895
1045406;1; ;1;3;1;1;1;3;1;7;5;1;688,751451
1045407;1; ;1;3;1;1;1;3;1;7;5;1;483,6469787
1045408;1; ;1;2;1;1;1;3;1;7;5;1;781,8044612
1045409;2; ;1;3;1;1;1;3;1;7;5;1;699,8401073
1045410;2; ;1;3;1;1;1;3;1;8;5;1;135,1808175
1045411;2; ;1;3;1;1;1;3;1;8;5;1;127,7146488
1045412;2; ;1;2;1;1;1;3;1;7;5;1;376,5397149
1045413;2; ;1;3;1;1;1;3;1;7;5;1;565,0727389
1045414;2; ;1;3;1;1;1;2;2;7;2;1;386,9521616
1045415;2; ;1;1;1;1;1;3;1;7;2;1;124,0735213
1045416;1; ;1;5;1;1;1;3;1;7;4;1;443,9666182
1045417;1; ;1;1;1;1;1;3;1;7;2;1;149,9526299
1045418;2; ;1;3;1;1;1;2;1;7;2;1;311,7986798
1045419;2; ;1;3;1;1;1;2;1;7;2;1;278,4909998
1045420;1; ;1;2;1;1;1;3;1;7;1;1;360,0327287
1045421;1; ;1;3;1;1;1;1;1;7;2;1;284,5460391
1045422;2; ;1;1;1;1;1;2;1;7;2;1;260,399519
1045423;2; ;1;1;1;1;1;2;1;7;2;1;169,3189197
1045424;2; ;1;1;1;1;1;3;1;8;2;1;169,775275
1045425;1; ;1;3;1;1;1;3;1;6;1;1;441,6898865
1045426;1; ;1;5;1;1;1;3;1;8;4;1;198,3513591
1045427;1; ;1;5;1;1;1;3;1;8;4;1;286,8223621
1045428;2; ;1;3;1;1;1;2;1;8;2;1;412,2957499
1045429;2; ;1;3;2;2;1;3;2;8;6;1;27,81533847
1045430;2; ;1;3;1;1;1;2;1;8;2;1;445,1495635
1045431;1; ;1;3;1;1;1;3;1;8;5;1;118,8492252
1045432;2; ;1;3;1;1;1;3;1;8;5;1;122,2489967
1045433;1; ;1;2;1;1;1;3;1;8;3;1;370,7876618
1045434;2; ;1;3;1;1;1;2;1;8;2;1;395,5991851
1045435;2; ;1;6;1;1;1;3;2;8;5;1;131,8922618
1045436;1; ;1;5;1;1;1;3;1;8;5;1;166,0549923
1045437;1; ;1;3;1;1;1;1;1;6;2;1;216,6826367
1045438;2; ;1;5;1;1;1;3;2;8;5;1;131,7810461
1045439;1; ;1;1;1;1;1;3;1;8;2;1;236,3898325
1045440;1; ;1;1;1;1;1;3;2;8;2;1;336,9882469
1045442;2; ;1;3;1;1;1;2;1;8;2;1;360,2793271
1045443;1; ;1;5;1;1;1;3;1;8;5;1;136,6442522
1045444;2; ;1;5;1;1;1;3;1;8;5;1;122,137781
1045445;1; ;1;2;1;1;1;3;1;8;1;1;226,2792322
1045446;2; ;1;1;1;1;1;2;1;8;2;1;202,8030995
1045447;1; ;1;1;1;1;1;2;1;8;2;1;340,684183
1045448;1; ;1;5;1;1;1;3;1;8;5;1;141,9475323
1045450;2; ;1;3;1;1;1;3;1;8;5;1;172,0719341
1045451;2; ;1;3;1;1;1;3;1;8;5;1;173,332693
1045452;2; ;1;3;1;1;1;3;1;8;5;1;144,0331686
1045453;2; ;1;3;2;2;1;3;2;2;6;1;14,57194936
1045454;2; ;1;1;1;1;1;3;1;2;2;1;70,42288405
1045455;1; ;1;1;1;1;1;3;1;7;1;1;371,3381189
1045456;2; ;1;3;1;1;1;3;1;2;5;1;242,1128213
1045457;1; ;1;1;1;1;1;3;1;8;1;1;325,5891323
1045458;2; ;1;3;1;1;1;3;1;2;5;1;235,3474941
1045460;1; ;1;5;1;1;1;3;1;2;4;1;421,552013
1045461;1; ;1;2;1;1;1;3;1;2;1;1;499,2593801
1045462;2; ;1;3;1;1;1;3;1;2;5;1;210,2148451
1045463;2; ;1;5;1;1;1;3;1;2;4;1;504,9562253
1045465;2; ;1;3;1;1;1;3;1;2;5;1;299,5917561
1045466;1; ;1;3;1;1;1;2;1;2;2;1;331,2356133
1045470;1; ;1;3;1;1;1;3;1;2;5;1;246,09357
1045471;2; ;1;2;1;1;1;3;1;2;5;1;257,5434959
1045472;1; ;1;1;1;1;1;3;1;2;1;1;281,9346387
1045473;1; ;1;1;1;1;1;3;1;2;1;1;227,4609138
1045474;2; ;1;3;1;1;1;2;1;2;2;1;241,9376955
1045475;2; ;1;1;1;1;1;2;1;2;2;1;183,4874456
1045476;2; ;1;1;1;1;1;2;1;2;2;1;199,6977834
1045477;2; ;1;3;1;1;1;2;1;2;2;1;296,2545192
1045478;2; ;1;2;2;2;1;3;2;2;6;1;18,54355898
1045479;1; ;1;2;2;2;1;3;2;2;6;1;18,1816086
1045480;2; ;1;3;1;1;1;3;1;2;5;1;287,0575308
1045481;2; ;1;3;1;1;1;3;1;3;5;1;428,6978668
1045482;2; ;1;3;1;1;1;3;1;3;5;1;357,9588107
1045484;2; ;1;5;1;1;1;3;1;3;5;1;325,9954858
1045487;1; ;1;2;2;2;1;3;2;3;6;1;31,05618329
1045489;3; ;1;4;1;1;1;3;2;7;6;1;43,71584808
1045491;2; ;1;5;1;1;1;3;1;3;5;1;376,618305
1045496;1; ;1;2;1;1;1;3;1;3;1;1;401,59046
1045497;2; ;1;1;1;1;1;3;1;3;2;1;182,3858838
1045498;2; ;1;1;1;1;1;3;1;3;2;1;67,45796101
1045499;2; ;1;5;1;1;1;3;1;3;5;1;325,9954858
1045500;3; ;1;4;1;1;1;3;2;8;6;1;21,85792404
1045501;2; ;1;5;1;1;1;3;1;3;5;1;325,720596
1045502;1; ;1;3;1;1;1;2;2;3;2;1;178,1867598
1045503;1; ;1;1;1;1;1;3;1;3;2;1;90,48690629
1045504;1; ;1;3;1;1;1;2;1;3;2;1;227,7246023
1045505;2; ;1;3;1;1;1;3;1;3;3;1;346,6437959
1045506;2; ;1;3;1;1;1;2;1;3;2;1;192,0994784
1045507;1; ;1;1;1;1;1;2;1;3;2;1;98,69440783
1045508;2; ;1;3;1;1;1;3;1;3;5;1;390,8395498
1045509;2; ;1;3;1;1;1;3;1;3;5;1;264,7720536
1045511;1; ;1;2;1;1;1;3;1;3;1;1;344,0583537
1045512;2; ;1;3;1;1;1;3;2;3;5;1;435,4415645
1045513;2; ;1;1;2;2;1;1;2;3;6;1;27,81533847
1045514;2; ;1;3;1;1;1;2;1;3;2;1;152,7335161
1045515;2; ;1;3;1;1;1;3;1;3;5;1;368,2151573
1045516;2; ;1;3;1;1;1;2;1;3;2;1;127,8958256
1045517;2; ;1;3;1;1;1;3;1;3;5;1;357,9588107
1045518;2; ;1;1;1;1;1;2;1;3;2;1;113,2968402
1045520;1; ;1;1;1;1;1;3;1;3;1;1;343,4760055
1045521;1; ;1;1;1;1;1;3;1;4;1;1;197,1000032
1045522;2; ;1;2;2;2;1;3;2;4;6;1;68,37040621
1045523;2; ;1;1;1;1;1;3;1;4;1;1;219,4999799
1045524;2; ;1;2;1;1;1;2;1;4;2;1;241,0289478
1045525;2; ;1;3;1;1;1;2;1;4;2;1;272,9553488
1045526;2; ;1;4;1;1;1;3;1;6;1;1;418,4533389
1045527;1; ;1;2;1;1;1;3;1;4;1;1;337,2140091
1045529;2; ;1;3;1;1;1;2;1;4;2;1;241,0289478
1045530;1; ;1;1;1;1;1;3;1;4;2;1;134,5026417
1045531;2; ;1;3;1;1;1;2;1;4;2;1;336,4682015
1045532;1; ;1;2;1;1;1;3;2;4;3;1;322,4064914
1045533;2; ;1;1;1;1;1;2;1;4;2;1;179,2980435
1045534;2; ;1;1;1;1;1;2;1;4;2;1;160,6358982
1045535;2; ;1;3;1;1;1;2;1;4;2;1;385,4364264
1045536;3; ;1;2;1;1;1;3;2;5;3;1;178,9439699
1045537;1; ;1;1;1;1;1;3;1;5;2;1;138,9865116
1045538;1; ;1;3;2;2;1;3;2;5;6;1;6,609308028
1045539;2; ;1;2;2;2;1;3;2;5;6;1;8,593781032
1045541;2; ;1;1;1;1;1;3;1;5;1;1;196,6666957
1045542;1; ;1;1;1;1;1;3;1;5;1;1;225,4647022
1045543;2; ;1;3;2;1;2; ;2;5;6;1;5,5796088
1045544;2; ;1;3;1;1;1;2;2;5;2;1;364,5072183
1045545;1; ;1;3;1;1;1;2;1;5;2;1;295,7016279
1045546;2; ;1;3;1;1;1;2;1;5;2;1;523,7999975
1045547;2; ;1;3;1;1;1;2;1;5;2;1;261,4687345
1045548;2; ;1;4;2;2;1;3;2;5;6;1;11,1811036
1045549;1; ;1;1;1;1;1;3;1;5;2;1;134,9507054
1045550;2; ;1;3;1;1;1;2;1;5;2;1;251,9939675
1045551;2; ;1;1;1;1;1;2;1;5;2;1;204,2541996
1045552;2; ;1;1;1;1;1;2;1;5;2;1;173,8131329
1045553;1; ;1;1;1;1;1;3;2;6;2;1;230,1165135
1045554;1; ;1;1;1;1;1;3;1;6;2;1;135,2448038
1045555;2; ;1;3;2;2;1;3;2;6;6;1;12,65050648
1045556;1; ;1;1;2;2;1;3;2;6;6;1;12,90081016
1045557;1; ;1;3;1;1;1;2;1;6;2;1;258,4755586
1045558;2; ;1;3;1;1;1;2;1;6;2;1;580,0862098
1045559;1; ;1;1;1;1;1;3;1;6;2;1;273,6154077
1045560;2; ;1;3;1;1;1;2;1;6;2;1;513,1658558
1045561;1; ;1;2;2;2;1;3;2;6;6;1;12,58958965
1045562;2; ;1;3;1;1;1;2;1;6;2;1;380,1694221
1045563;2; ;1;3;1;1;1;2;1;6;2;1;570,5330373
1045565;2; ;1;1;1;1;1;2;2;6;2;1;314,8975719
1045566;2; ;1;1;1;1;1;2;1;6;2;1;241,371529
